Latitude (meters),Longitude (meters),Concentrations (mg/kg)
-1163.2059331788378,-944.259112681359,33.902073472373374
68.96338527651346,-775.4232095860606,889.7455334296296
23.83975330301421,1180.3329096092293,443.29094668725264
-1130.6518538860437,-973.3785784696321,30.637857922423322
74.61781574352109,1354.0854920678926,202.05286570428927
-996.8795459493024,-651.1518214822439,26.95036013418718
-198.11932723020277,922.8673980032817,426.1246773663318
-647.2527943059772,986.9692320357251,30.24624228064467
291.4464833802216,-1181.7310383909496,606.3351754385199
-859.1542974879351,-474.2906498056052,15.472557695493997
-509.7349738343536,873.8187947966173,70.17249491957358
647.6426894724724,-956.5344895288731,797.949408468236
-1063.5176399771094,-347.1594000184915,11.454689553670633
-1187.9807901606969,-1077.294763889362,33.38415924833
-1038.7085707998422,-903.0277943645109,41.76400677790999
-619.3559641251156,-1297.0757197184437,19.67297832978949
731.7181578490065,-444.3096269784858,937.5628684434602
-189.71386930687487,1113.152405712639,404.32868533792674
-939.8817159169896,-916.8524297207258,33.670047891365115
-167.93412191822054,1051.3551785762133,467.8667414384439
-654.0944106241323,-1344.6069162830654,20.812746963078848
-922.2198473452491,-1092.419747299916,31.95926576038853
269.21941916585206,-504.20733255550306,1193.6544558885796
-984.572795417089,-1258.6587467030333,39.380443873563365
360.5656925030467,1017.782747300746,207.518142306641
115.44221561681115,1053.7321658269916,522.1631663527086
-182.19183877288748,1036.0945087542898,451.8366536572373
-64.53328573315933,734.433781901999,353.0273293080461
-1213.4834631101257,-1195.7944683917053,27.616484427787334
-1112.6738526243885,-869.7855895393685,35.16054335416846
-801.9000762428728,-804.7576873598467,12.573083467313916
600.1413170917369,-489.79678098517525,1124.0855569013147
-695.9413241952107,-1169.8406717485075,26.603815068231192
165.79041928544015,-347.12596881411855,954.1742825812197
147.40000801042206,1181.8018504113531,370.26453586995075
17.17589693265419,885.362212776372,560.2760786527837
-1198.9588026212975,-1134.4434496472727,28.280151076489094
536.744147255729,-492.54994559584446,1174.1456230194808
53.78219563450002,1003.0221761876307,596.9088173075834
601.7544517572939,-756.6297550325738,1044.408946738414
-979.1087036228388,-1071.7617641118081,35.23465787184162
23.44226365171961,814.477651874688,482.47472445372745
-80.58832782963077,1400.5651660694543,126.7719046760743
-64.65764026669386,1172.210141391031,448.94949431395275
-1302.6121490404107,-779.7131327068538,23.71018862172903
346.96859828088066,-593.5473986413126,1239.757174424125
-283.982043039786,510.5842773375759,52.92824753689686
-385.54711686181736,1048.8312726081335,164.33310949105822
124.64316341788135,1367.8573391206187,169.036375914812
699.060446199431,-1097.6136557779557,647.2531761580661
73.63452616481938,-420.89914415346703,901.3259681885233
170.78757074133355,730.0858979589113,278.2074726854935
-4.443152638173583,930.7219266591668,594.0074637699756
-976.7209684017477,-857.1623138951408,31.923063712553194
247.02708944643578,-314.63603253418756,990.7663784879329
404.9139924174155,1211.593541667868,105.02953747955405
283.06562897310886,887.3978434948709,294.4654059376065
130.54671482504835,-508.22166091582784,1031.5769698612874
1006.4637822096693,-727.4085055008769,630.5051767870164
-171.08298784251946,1025.5432546460552,488.7612331776145
-448.99006104620537,915.6367638300859,120.05272830272548
172.14426668033366,31.77169556097379,607.5768238125322
701.381470137645,-814.705752532681,895.1660758989137
461.4471362353301,-364.1541638530767,1117.4893963119077
340.67742819505673,-763.6762195194716,1125.692659721269
33.87395897806269,-766.0579367714987,841.1686853093761
-1075.6646187136828,-817.8473870816159,24.751244274175004
636.2373756343801,-651.3573226141222,1086.407629455322
-1052.2434887745328,-736.2935555230744,17.666881520402768
200.2346624549851,-486.860266467263,1109.1132446596025
-780.3034917515023,-921.0997336816756,26.938714348139037
-1158.828751544413,-795.4159996489062,36.857739518245566
430.74505957858946,-763.4523977939714,1144.490565790764
-850.2112439074829,-849.1970777765728,44.121504577896644
378.4634333710656,-254.37186829212655,982.4314470036439
-172.42661310058466,948.7726835891566,462.8579909392743
-771.0395767616315,-843.6660996866085,25.980457143679853
-1190.2049772238481,-1027.5367459520558,20.806768144056203
-489.1498884426849,758.059285379823,59.033172428417785
-1237.7287180313651,-1135.9114551046653,38.404566199998
382.3647903934553,877.3082376565156,168.14331165114302
-880.7886032773041,-1033.1834322810844,27.171805916487344
-197.33289493594356,1058.484930758059,421.9969242688863
447.16508072835285,-429.83909817875707,1180.746782356852
20.78154899349598,962.637463505901,598.3430151435072
-1060.6163563343584,-1299.467963671564,19.304023817349506
-57.347531247938335,782.1847211100165,418.63250221032973
159.00621597950374,-784.2714156249908,979.3047632599469
153.26219010656973,601.2351850554497,150.15758144239385
388.1287096834161,-438.0433218800151,1173.1613934256836
-1285.9128393286358,-842.4271339278808,26.715742623267115
241.51027421146574,861.5459513144444,324.8241126793451
-485.45341856192186,-847.8594346436773,20.72241639443314
228.10172116465205,861.5431226410232,354.7663177668212
-1217.9257781250906,-1338.9528883204698,4.279003329696874
78.46256970339903,947.4158730858726,567.7298206704439
99.2243767736882,1450.430995013936,107.13353442054012
760.8155924241162,-389.4330502618389,854.2010671623717
-722.0533903599837,-810.0009534488954,35.63188260377607
-400.65726746912924,1130.4064461711844,146.12634320565763
-25.687286389093877,751.5418426193502,385.55591528693833
-1241.4441715599285,-1291.4052670690558,17.137737686225343
383.1602292499247,-998.6306240438379,837.9757499273583
-752.5601146009718,-776.4927714121123,32.55304389126463
570.6303923688379,-493.3768052433504,1149.638397312999
-932.5619517435921,-1149.4478847569426,32.96238544372411
443.7494627868828,1270.375607091462,70.99237837478006
377.1290722271315,-533.0348338151186,1235.1273411031864
-893.4833372449052,-814.0878271769592,28.363258435108026
458.5121713050877,-735.3788713768148,1159.3700431006073
471.5340318999334,1008.4632524732149,102.89736670732937
250.04354135303709,-593.7381479493998,1181.1779450551276
389.0593560746805,-541.598532162554,1237.331030443571
-406.19151113155664,1367.0920766705474,56.68889522227032
342.1033461144808,-515.5067048365687,1237.9943154979755
390.3620918453576,-943.3860245083316,900.9753039977908
-55.424287250082706,1167.0895275552205,455.3399804887859
265.85875665481876,-509.469149984515,1177.8416497468347
-844.5547508558338,-634.4728344620739,28.24909510064724
-61.194532181005265,1360.9583172598452,192.12544372680725
459.85208409058123,-221.41121285676616,937.5830434003558
249.0095866218958,877.5960642748607,331.5370506713173
554.9162034738581,-80.81886640668961,728.3004961970723
738.931394029257,1268.6979787442986,22.01580002826522
-986.0299075729599,-1274.3128714793495,44.69191714046448
-1413.980279803128,-1134.9490070178333,18.213012991242117
209.06992882360615,921.7543522797181,388.9159458974339
-99.6630578920933,-192.85047161039088,618.9088787999846
-123.32806016080644,745.7887547466516,325.8220698299807
-822.7680208011016,-958.871612514407,31.568546723460678
-977.9774136314794,-1477.016539504214,28.971558197819895
-802.5892210952346,-1293.0024759930454,9.837816200953217
-363.6458549276525,1328.0498241866858,77.09374915035954
250.44627365805655,-733.3145085984611,1090.0358061399172
-156.4406658725182,1011.3756811159394,495.709292022846
-576.2909823325367,-902.8043893693706,23.499841754030776
-1.9134339159881693,1355.1865933336062,208.37550503676965
5.8824418221462516,1119.519589898908,536.19038298719
-41.80981551959482,-907.0984720165683,662.6319957789893
439.94852997113344,-481.8116966380442,1201.0287443970228
199.28059597061895,794.5398817818718,316.93843799641576
19.863322363426406,-417.5004825253686,840.5044275212509
-236.23275401432284,-338.0383555386092,572.2257342392517
-1372.1592234558718,-983.5448860465535,27.811791672964347
-127.26182840938579,809.7105202570374,411.03946797124775
92.69695540089207,-178.84939632375253,740.0952185218375
-989.0627584230847,-1156.384083425396,33.19100141661119
-210.1483808123417,668.1280645685594,186.83665751355795
-876.3885552865485,-75.34444224286699,9.398339466519804
-1107.163588496085,-794.4642893623667,27.343391075641946
205.83830956848465,961.6147528087774,424.71546368021353
-998.7727704058093,-1056.3009120100353,40.95974516544538
-820.6495347704172,-853.5111362959684,25.514689739447057
-1318.7646517356234,-952.7533033914103,28.517651683313673
1014.4202891845108,-623.0543759339159,622.6423934589436
404.4241439356943,-516.580390713199,1238.6234467319603
-408.8117854452371,986.6685522648115,165.1188418178673
-620.988924278226,-815.8156650033019,4.535310193365623
43.64790121403884,1059.5729407120807,569.6112585328146
453.31210519209105,-714.8996691992346,1168.5504916934615
-1110.553305030349,-746.2906657074603,8.035133358047467
-836.3312868892086,-1074.4640215824295,25.15367257786102
154.8902279004354,1328.4715738077637,200.40121725872928
621.7664846096562,-644.3765127463173,1095.7386214916405
159.61119762522026,-667.4640702926291,1053.827590097995
-7.860784851839613,869.5780549278965,552.0296571110742
442.64824022398096,-920.4826460904244,947.045136101671
26.40899835426311,-454.5576116770465,868.9343624100958
-368.1874009765493,1306.6424372556423,104.95000391125566
-1053.6310684782043,-828.6398814178979,31.818821558584517
-913.2073539885678,-1154.8287411052297,23.835044448100437
689.5621519620056,-796.0645610369367,915.7368477903971
1.2584879323639597,1011.2753425035381,600.8334202445387
951.73554966862,-687.0812545055181,667.8783450325271
-1222.46331317874,-1014.2860854548321,25.976763382924023
-1008.3308247292583,-1280.4827290286876,32.22645795387624
473.8724245340942,-1010.4404142375902,823.6402944358246
451.68587915400803,1322.9008110771947,42.21058432012658
230.9575142697378,-938.0307111272543,863.3025896078686
-1008.5982493863885,-624.4855226046385,14.040563326201596
-804.9130914786496,-848.8890779383331,31.75268550202873
494.5795019716769,1421.281802186369,27.943111153798174
423.068986465836,-710.9460692892102,1174.9184450684415
-721.937061038223,-1196.9637564044103,30.68104174460501
-106.63038241826676,1090.5521183307644,511.1660666141431
67.19247031675687,729.8826286483896,329.5252399800216
199.05733948403739,469.32752583810753,46.280820479058214
165.634558010667,903.7070867473993,449.00917008545133
26.25475070517429,1174.183989735686,462.8701565127869
-1486.0342207978256,-955.2509644553373,16.94906106194464
92.17570774543374,992.1532604574177,572.3803721745426
491.2474842414312,-453.4594211318824,1185.3015759652308
-113.04919334839747,1055.6919849658327,546.0048401982299
450.64419212862845,-623.2111468488941,1232.7351679314954
394.7922512403081,940.2313505064692,151.9519334448749
-938.1879062265366,-1017.8670197838802,42.87492575608429
-1141.4475416666107,-796.0954967149542,25.35129071532012
-878.8030530446904,-792.2187533991709,37.26311775193125
-181.5241788682328,658.6591096965583,192.8735417637236
181.67726799488443,778.6803221973698,316.34036539791157
-917.5316105035693,-1423.129637287056,22.594139965732857
465.17892092688965,-906.4196581968743,966.9633969528787
326.1332236112798,-547.4039213606547,1243.9407957131386
-1018.5044102593849,-918.1235260440054,34.71968685079721
-983.7932308748982,-1341.9395646912296,24.34579491147698
-1276.2384585813527,-909.8324755970386,34.453226765971884
76.43549869462886,-421.6166174345484,910.7690183201406
516.7637898027735,815.8365849068682,61.84251127106316
114.95515817913405,1080.0789052688676,510.93725309310196
-490.68251271696806,-752.2083374677247,19.42356679250477
-1056.1968099336007,-1056.1928696678033,27.291001472326165
843.1928790514398,-856.8203439182766,701.3576692381104
419.7481574261018,-344.2847099843157,1078.7732429814985
-1027.7555877731777,-1072.2648869414293,25.02371967507141
-237.5051568620594,969.8111391760845,381.9697525735029
167.9257256489889,-611.4507254740752,1078.6915709594907
549.2343909321272,-976.8539327737095,843.9381950997756
79.755362875102,820.3632312264272,463.63746678493374
99.63053819429342,-253.49649502241775,801.6066844744648
450.0118739074126,-1090.0163684218296,719.6696297551374
-941.9290548241518,-1459.1872587178716,15.621486823215543
675.8255983085622,-768.762342030213,956.2019348510655
222.28261140759395,1458.2599937128314,74.34084238657792
-444.4819439983579,-1448.1436462220195,20.389195461746123
380.2837171857835,-331.84900041884936,1076.206913195146
-802.7055616013223,-544.7696841630527,26.923708868160595
-242.9050500624402,602.8343987522154,104.54308373164582
542.3443019124121,-674.2911454353576,1161.3282246677286
-4.563889896645319,759.3929524869259,413.10414854584724
617.6063527799664,1014.2124241634772,37.90686260257719
-390.610185091959,1011.5403871987317,188.51893538521335
-256.22890305182267,965.8289235948896,357.57026783111456
799.7138666710183,-356.5511843956487,805.4137911344683
-1052.721253081003,-914.292982837181,33.292198064518644
77.33187735177354,-820.4764671562076,849.792233982302
-313.0726801211648,1160.721411719209,211.1434391945442
427.4146356788895,-563.9275772491493,1251.6582311302316
-937.6281293803784,-812.3625107734455,23.49079686776467
-159.0297021470032,1136.9436804623583,423.4087276940421
-1243.0794688802616,-924.5806401771343,36.19778225970067
382.1359770159889,-451.0386965878373,1203.8539328234026
-1288.0711376933864,-1080.2802966018276,22.950107544252724
488.4815941294963,-694.4013149585666,1186.4866757500788
-37.92189565895746,897.5485432126192,563.2277427062163
545.8951623319693,-555.213810442474,1195.063431945524
312.7330690686746,-613.6669496930562,1202.3329841592426
-426.89285973702687,1359.050634757404,51.07049980709523
740.9210195175651,-736.9791104998743,887.7230557994798
253.2357272819324,-937.5986632435734,861.1514310007738
